Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition,Broad.phase.of.flight,Decade,Flight.Category,Year
2000-03-04,"rome, ny",united states,non-fatal,substantial,Unknown,ercoupe (eng & research corp.),415-c,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-05,"west milford, nj",united states,non-fatal,substantial,Unknown,piper,pa-28-161,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-05,"palo alto, ca",united states,non-fatal,substantial,Unknown,piper,pa-46-310,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-05,"osceola, ia",united states,non-fatal,substantial,Unknown,alon,ercoupe,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-05,"fairbanks, ak",united states,non-fatal,substantial,Unknown,stinson,108-3,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-05,"big lake, ak",united states,non-fatal,substantial,Unknown,cessna,170b,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-05,"cornelia, ga",united states,non-fatal,destroyed,Unknown,bellanca,260 b,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-05,"key largo, fl",united states,incident,minor,Unknown,cessna,ce-560,no,2.0,turbo fan,other work use,vmc,landing,2000,Other Aerial Work,2000
2000-03-06,"richland, wa",united states,non-fatal,substantial,Unknown,piper,pa-28-180,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2000
2000-03-06,"dallas, nc",united states,non-fatal,substantial,Unknown,hughes,369d,no,1.0,turbo shaft,business,vmc,maneuvering,2000,General Aviation,2000
2000-03-06,"cima, ca",united states,fatal(1),destroyed,Unknown,piper,pa-12,no,1.0,reciprocating,positioning,vmc,cruise,2000,Commercial,2000
2000-03-07,"pawling, ny",united states,non-fatal,substantial,Unknown,aeronca,7ac,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2000
2000-03-07,"reedley, ca",united states,non-fatal,substantial,Unknown,cessna,150e,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2000
2000-03-07,"imperial, ca",united states,non-fatal,substantial,Unknown,stearman,a-75,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-07,"wasco, ca",united states,non-fatal,substantial,Unknown,bell,47g-4a,no,1.0,reciprocating,aerial application,vmc,climb,2000,Aerial Work,2000
2000-03-07,"incline village, nv",united states,non-fatal,substantial,Unknown,cessna,185,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-07,"manilla, ar",united states,non-fatal,substantial,Unknown,cessna,172m,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2000
2000-03-07,"conesus, ny",united states,non-fatal,destroyed,Unknown,piper,pa-22,no,1.0,reciprocating,positioning,vmc,climb,2000,Commercial,2000
2000-03-08,"calipatria, ca",united states,non-fatal,substantial,Unknown,arrow aircraft co.,oh-58a,no,1.0,turbo shaft,aerial application,vmc,takeoff,2000,Aerial Work,2000
2000-03-09,"lake charles, la",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-09,"pontiac, mi",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,personal,imc,approach,2000,General Aviation,2000
2000-03-09,"sarasota, fl",united states,fatal(4),destroyed,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2000
2000-03-09,"sarasota, fl",united states,fatal(4),destroyed,Unknown,cessna,172k,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-10,"port townsend, wa",united states,non-fatal,substantial,Unknown,cessna,180,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-10,"beaufort, nc",united states,non-fatal,substantial,Unknown,cessna,172l,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-10,"rough and ready, ca",united states,non-fatal,substantial,Unknown,boeing,369d,no,1.0,turbo shaft,personal,vmc,cruise,2000,General Aviation,2000
2000-03-10,"midland, tx",united states,non-fatal,substantial,Unknown,beech,65-b80,no,2.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-11,"san diego, ca",united states,non-fatal,substantial,Unknown,robinson,r22b,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-11,"fallbrook, ca",united states,fatal(1),substantial,Unknown,cessna,182q,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-11,"davis, ok",united states,non-fatal,substantial,Unknown,cessna,150k,no,1.0,reciprocating,instructional,vmc,cruise,2000,Training,2000
2000-03-11,"neenah, wi",united states,non-fatal,substantial,Unknown,piper,pa-18-150,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-12,"vacaville, ca",united states,non-fatal,substantial,Unknown,bell,47g,no,1.0,reciprocating,aerial application,vmc,maneuvering,2000,Aerial Work,2000
2000-03-12,"jackson, wy",united states,non-fatal,substantial,Unknown,learjet,60,no,2.0,turbo fan,executive/corporate,vmc,landing,2000,General Aviation,2000
2000-03-12,"belen, nm",united states,non-fatal,substantial,Unknown,piper,pa-18-150,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-13,"rio vista, ca",united states,non-fatal,substantial,Unknown,piper,pa-18-150,no,1.0,reciprocating,public aircraft,vmc,maneuvering,2000,Government,2000
2000-03-13,"perryton, tx",united states,non-fatal,substantial,Unknown,cessna,a188b,no,1.0,reciprocating,aerial application,vmc,takeoff,2000,Aerial Work,2000
2000-03-13,"garwood, tx",united states,non-fatal,substantial,Unknown,grumman,g-164a,no,1.0,reciprocating,aerial application,vmc,takeoff,2000,Aerial Work,2000
2000-03-13,"gillett, ar",united states,non-fatal,substantial,Unknown,grumman-schweizer,g-164a,no,1.0,reciprocating,aerial application,vmc,cruise,2000,Aerial Work,2000
2000-03-13,"rayville, la",united states,non-fatal,substantial,Unknown,siai-marchetti,s.205/22r,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2000
2000-03-13,"rawlins, wy",united states,non-fatal,substantial,Unknown,beech,a23a,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-13,"odell, or",united states,fatal(1),destroyed,Unknown,weatherly,620b,no,1.0,reciprocating,aerial application,vmc,maneuvering,2000,Aerial Work,2000
2000-03-14,"stuart, fl",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-14,"rifle, co",united states,non-fatal,substantial,Unknown,cessna,182p,no,1.0,reciprocating,positioning,vmc,takeoff,2000,Commercial,2000
2000-03-14,"stuart, fl",united states,non-fatal,minor,Unknown,cessna,310d,no,2.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-14,"compton, ca",united states,non-fatal,destroyed,Unknown,bell,oh-58c,no,1.0,turbo shaft,public aircraft,vmc,cruise,2000,Government,2000
2000-03-15,"naples, fl",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2000
2000-03-15,"buckeye, az",united states,non-fatal,substantial,Unknown,aero commander,100,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2000
2000-03-15,"provo, ut",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-16,"three forks, mt",united states,non-fatal,substantial,Unknown,piper,pa-18-150,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-16,"bend, or",united states,non-fatal,substantial,Unknown,cessna,a185-f,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-16,"ogden, ut",united states,non-fatal,substantial,Unknown,beech,b55,no,2.0,reciprocating,instructional,vmc,landing,2000,Training,2000
2000-03-17,"hyannis, ma",united states,non-fatal,substantial,Unknown,dassault,da-900,no,3.0,turbo jet,executive/corporate,imc,landing,2000,General Aviation,2000
2000-03-17,"sanford, fl",united states,non-fatal,substantial,Unknown,hiller,uh-12b,no,1.0,reciprocating,personal,vmc,climb,2000,General Aviation,2000
2000-03-17,"merritt island, fl",united states,non-fatal,substantial,Unknown,aeronca-bubeck irving,bubeck-aeronca,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2000
2000-03-17,"dighton, ks",united states,fatal(3),destroyed,Unknown,piper,pa-28-140,no,1.0,reciprocating,personal,imc,cruise,2000,General Aviation,2000
2000-03-18,"farmingdale, ny",united states,non-fatal,substantial,Unknown,piper,pa-28-151,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2000
2000-03-18,"sacramento, ca",united states,non-fatal,substantial,Unknown,cessna,172m,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-18,"erwinna, pa",united states,non-fatal,substantial,Unknown,piper,pa-25,no,1.0,reciprocating,other work use,vmc,approach,2000,Other Aerial Work,2000
2000-03-18,"erwinna, pa",united states,non-fatal,substantial,Unknown,bellanca,8kcab,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2000
2000-03-18,"festus, mo",united states,non-fatal,substantial,Unknown,beech,58,no,1.0,reciprocating,business,vmc,landing,2000,General Aviation,2000
2000-03-19,"new brighton, pa",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-19,"lake placid, fl",united states,non-fatal,substantial,Unknown,cessna,a188b,no,1.0,reciprocating,aerial application,vmc,maneuvering,2000,Aerial Work,2000
2000-03-19,"scottsdale, az",united states,non-fatal,substantial,Unknown,piper,pa-31-t1,no,2.0,turbo prop,personal,vmc,landing,2000,General Aviation,2000
2000-03-19,"anchorage, ak",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,personal,vmc,go-around,2000,General Aviation,2000
2000-03-19,"akron, oh",united states,fatal(1),destroyed,Unknown,beech,a23,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-19,"snelling, ca",united states,fatal(1),destroyed,Unknown,bell,212,no,2.0,turbo shaft,positioning,vmc,cruise,2000,Commercial,2000
2000-03-21,"ocean springs, ms",united states,non-fatal,destroyed,Unknown,piper,pa-28-140,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-22,"roundup, mt",united states,non-fatal,substantial,Unknown,cessna,180k,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-22,"quincy, wa",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2000
2000-03-22,"fort lauderdale, fl",united states,non-fatal,substantial,Unknown,stearman,a75n1,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-22,"cedar city, ut",united states,non-fatal,substantial,Unknown,cessna,310c,no,2.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2000
2000-03-22,"columbia, sc",united states,fatal(1),destroyed,Unknown,cessna,177rg,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-24,"farmingdale, nj",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-24,"shenandoah, va",united states,non-fatal,substantial,Unknown,bellanca,b17-30a,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-24,"maud, ok",united states,non-fatal,substantial,Unknown,cessna,172n,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2000
2000-03-24,"roanoke, tx",united states,non-fatal,substantial,Unknown,cessna,195a,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-24,"las cruces, nm",united states,non-fatal,substantial,Unknown,stinson,108-2,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-24,"springfield, ga",united states,non-fatal,substantial,Unknown,aerospatiale,sa315b,no,1.0,turbo shaft,aerial application,vmc,maneuvering,2000,Aerial Work,2000
2000-03-24,"rialto, ca",united states,fatal(1),destroyed,Unknown,robinson,r22 beta,no,1.0,reciprocating,instructional,vmc,approach,2000,Training,2000
2000-03-25,"corona, ca",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,cruise,2000,General Aviation,2000
2000-03-25,"ft. leavenworth, ks",united states,non-fatal,substantial,Unknown,aeronca,11ac,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-25,"butler, mo",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,cruise,2000,Training,2000
2000-03-25,"joplin, mo",united states,non-fatal,substantial,Unknown,taylorcraft,dc-65,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-25,"hanksville, ut",united states,non-fatal,destroyed,Unknown,cessna,182k,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-25,"roswell, nm",united states,fatal(1),destroyed,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2000
2000-03-26,"waynesburg, pa",united states,non-fatal,substantial,Unknown,piper,j3c-65,no,1.0,reciprocating,instructional,vmc,taxi,2000,Training,2000
2000-03-26,"sissonville, wv",united states,non-fatal,substantial,Unknown,cessna,172,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-26,"edgewater, fl",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,personal,vmc,approach,2000,General Aviation,2000
2000-03-26,"new ulm, tx",united states,non-fatal,substantial,Unknown,schweizer,300c,no,1.0,reciprocating,other work use,vmc,maneuvering,2000,Other Aerial Work,2000
2000-03-26,"lehighton, pa",united states,non-fatal,destroyed,Unknown,piper,pa28r-200,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-26,"panama city, fl",united states,fatal(1),destroyed,Unknown,piper,pa-24-260,no,1.0,reciprocating,personal,imc,descent,2000,General Aviation,2000
2000-03-26,"van nuys, ca",united states,non-fatal,destroyed,Unknown,aerospatiale,as350b,no,1.0,turbo shaft,aerial observation,vmc,maneuvering,2000,Aerial Work,2000
2000-03-26,"buda, tx",united states,fatal(1),destroyed,Unknown,cessna,525,no,2.0,turbo fan,personal,imc,approach,2000,General Aviation,2000
2000-03-27,"keene, nh",united states,non-fatal,substantial,Unknown,robinson,r-22b,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2000
2000-03-27,"bridgeport, tx",united states,non-fatal,substantial,Unknown,north american,t-28b,no,1.0,reciprocating,personal,vmc,maneuvering,2000,General Aviation,2000
2000-03-27,"bucklin, ks",united states,non-fatal,substantial,Unknown,wsk pzl mielec,pzl-m-18,no,1.0,reciprocating,aerial application,vmc,landing,2000,Aerial Work,2000
2000-03-27,"del rio, tx",united states,fatal(2),destroyed,Unknown,hughes,269c,no,1.0,reciprocating,public aircraft,vmc,maneuvering,2000,Government,2000
2000-03-28,"lopez island, wa",united states,non-fatal,substantial,Unknown,cessna,170b,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-28,"renick, wv",united states,non-fatal,substantial,Unknown,cessna,177rg,no,1.0,reciprocating,business,imc,cruise,2000,General Aviation,2000
2000-03-28,"st. petersburg, fl",united states,non-fatal,substantial,Unknown,cessna,172p,no,1.0,reciprocating,personal,vmc,taxi,2000,General Aviation,2000
2000-03-28,"decatur, tx",united states,non-fatal,substantial,Unknown,cessna,152,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2000
2000-03-28,"hernando, fl",united states,non-fatal,substantial,Unknown,alon,a-2a,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-29,"leesburg, ga",united states,non-fatal,substantial,Unknown,ayres,s2r-g10,no,1.0,turbo prop,aerial application,vmc,descent,2000,Aerial Work,2000
2000-03-30,"east haddam, ct",united states,non-fatal,substantial,Unknown,piper,pa-32r-301,no,1.0,reciprocating,instructional,vmc,landing,2000,Training,2000
2000-03-30,"arlington, sd",united states,non-fatal,substantial,Unknown,champion,7gcaa,no,1.0,reciprocating,instructional,vmc,maneuvering,2000,Training,2000
2000-03-30,"eureka, sd",united states,non-fatal,substantial,Unknown,piper,j-3c,no,1.0,reciprocating,business,vmc,maneuvering,2000,General Aviation,2000
2000-03-30,"ballston spa, ny",united states,fatal(2),destroyed,Unknown,cessna,172p,no,1.0,reciprocating,instructional,vmc,takeoff,2000,Training,2000
2000-03-30,"hanford, ca",united states,fatal(4),destroyed,Unknown,commander,114,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-31,"odessa, wa",united states,non-fatal,substantial,Unknown,aero commander,s2r,no,1.0,reciprocating,aerial application,vmc,landing,2000,Aerial Work,2000
2000-03-31,"lincoln park, nj",united states,non-fatal,substantial,Unknown,maule,m-4-220c,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
2000-03-31,"addison, tx",united states,non-fatal,substantial,Unknown,cessna,182p,no,1.0,reciprocating,personal,vmc,takeoff,2000,General Aviation,2000
2000-03-31,"bloomington, in",united states,non-fatal,substantial,Unknown,beech,a36,no,1.0,reciprocating,business,vmc,takeoff,2000,General Aviation,2000
2000-04-01,"silverdale, wa",united states,non-fatal,substantial,Unknown,cessna,180k,no,1.0,reciprocating,personal,vmc,landing,2000,General Aviation,2000
